image_filename,image_width,image_height,class,xmin,ymin,bbox_width,bbox_height
CDY_2015.jpg,2048,1365,1,142.0288,258.05325,173.056,309.9915
CDY_2015.jpg,2048,1365,1,1015.9104,649.94475,84.992,88.0425
CDY_2015.jpg,2048,1365,1,1332.0192,605.99175,79.0528,128.9925
CDY_2015.jpg,2048,1365,1,53.0432,572.00325,212.992,175.9485
CDY_2015.jpg,2048,1365,1,69.9392,745.9725,100.9664,95.004
CDY_2015.jpg,2048,1365,1,0,756.96075,79.0528,183.0465
CDY_2015.jpg,2048,1365,1,310.9888,763.9905,82.944,128.037
CDY_2015.jpg,2048,1365,1,282.9312,510.03225,78.0288,122.9865
CDY_2015.jpg,2048,1365,1,300.032,447.0375,101.9904,61.971
CDY_2015.jpg,2048,1365,1,340.0704,349.0305,168.96,98.007
CDY_2015.jpg,2048,1365,1,765.952,690.0075,135.9872,205.023
CDY_2015.jpg,2048,1365,1,278.1184,569.00025,185.9584,189.0525
CDY_2015.jpg,2048,1365,1,380.928,515.0145,72.0896,52.962
CDY_2015.jpg,2048,1365,1,448,771.02025,80.0768,74.9385
CDY_2015.jpg,2048,1365,1,587.0592,478.9785,118.9888,137.046
CDY_2015.jpg,2048,1365,1,702.976,503.07075,80.0768,184.9575
CDY_2015.jpg,2048,1365,1,533.9136,633.97425,163.0208,192.0555
CDY_2015.jpg,2048,1365,1,1817.9072,629.06025,84.992,169.9425
CDY_2015.jpg,2048,1365,1,1713.9712,533.91975,92.9792,162.0255
CDY_2015.jpg,2048,1365,1,1695.0272,685.02525,89.9072,159.0225
CDY_2015.jpg,2048,1365,1,1641.0624,738.0555,86.016,104.013
CDY_2015.jpg,2048,1365,1,1666.9696,643.0515,64.9216,85.995
CDY_2015.jpg,2048,1365,1,750.08,421.9215,107.9296,235.053
CDY_2015.jpg,2048,1365,1,-0.1024,386.9775,37.0688,168.987
CDY_2016.jpg,2048,1365,1,1172.938752,472.7738925,144.592896,245.668605
CDY_2016.jpg,2048,1365,1,1562.863616,677.3655525,130.7648,224.734965
CDY_2016.jpg,2048,1365,1,1305.283584,3.9496275,233.48224,505.160565
CDY_2016.jpg,2048,1365,1,1466.86464,167.0698575,152.889344,295.433775
CDY_2016.jpg,2048,1365,1,997.925888,227.500455,219.654144,394.96548
CDY_2016.jpg,2048,1365,1,704,783.61101,223.604736,453.42024
CDY_2016.jpg,2048,1365,1,829.62944,586.1289525,193.97632,357.442995
CDY_2017.jpg,2048,1365,1,174.8992,512.0115,144.9984,220.038
CDY_2017.jpg,2048,1365,1,441.856,723.92775,132.096,183.0465
CDY_2017.jpg,2048,1365,1,654.0288,677.9955,118.9888,239.967
CDY_2017.jpg,2048,1365,1,766.976,746.99625,101.9904,112.0665
CDY_2017.jpg,2048,1365,1,783.9744,452.97525,178.9952,183.0465
CDY_2017.jpg,2048,1365,1,993.9968,337.974,121.0368,174.993
CDY_2017.jpg,2048,1365,1,1007.9232,633.01875,191.0784,263.0355
CDY_2017.jpg,2048,1365,1,1302.9376,606.06,192.1024,168.987
CDY_2017.jpg,2048,1365,1,1324.032,404.9955,328.9088,279.006
CDY_2017.jpg,2048,1365,1,1515.008,539.0385,234.0864,355.992
CDY_2017.jpg,2048,1365,1,915.8656,716.079,199.0656,295.932
CDY_2017.jpg,2048,1365,1,1.024,741.94575,36.0448,109.0635
CDY_2018.jpg,2048,1365,1,35.0208,830.94375,154.0096,306.9885
CDY_2018.jpg,2048,1365,1,182.8864,881.99475,95.0272,204.0675
CDY_2018.jpg,2048,1365,1,266.1376,902.06025,123.904,303.9855
CDY_2018.jpg,2048,1365,1,369.0496,865.0005,124.928,128.037
CDY_2018.jpg,2048,1365,1,582.0416,366.98025,174.8992,233.0055
CDY_2018.jpg,2048,1365,1,557.9776,299.00325,103.0144,85.0395
CDY_2018.jpg,2048,1365,1,644.9152,269.997,61.0304,61.971
CDY_2018.jpg,2048,1365,1,886.8864,215.943,207.0528,199.017
CDY_2018.jpg,2048,1365,1,945.8688,529.96125,148.0704,205.9785
CDY_2018.jpg,2048,1365,1,1073.152,605.99175,63.8976,95.9595
CDY_2018.jpg,2048,1365,1,1229.1072,207.95775,227.9424,386.9775
CDY_2018.jpg,2048,1365,1,1489.92,162.981,163.0208,316.953
CDY_2018.jpg,2048,1365,1,1628.0576,323.98275,152.9856,245.0175
CDY_2018.jpg,2048,1365,1,1763.0208,315.9975,132.9152,223.041
CDY_2019.jpg,2048,1365,1,32.0512,469.9695,202.9568,122.031
CDY_2019.jpg,2048,1365,1,33.9968,557.94375,235.9296,389.9805
CDY_2019.jpg,2048,1365,1,383.0784,632.9505,146.0224,220.038
CDY_2019.jpg,2048,1365,1,1040.0768,778.05,103.0144,125.034
CDY_2019.jpg,2048,1365,1,1196.9536,697.99275,141.9264,184.9575
CDY_2019.jpg,2048,1365,1,1330.0736,749.931,132.9152,250.068
CDY_2019.jpg,2048,1365,1,1382.912,440.00775,209.1008,248.0205
CDY_2019.jpg,2048,1365,1,1551.0528,581.0805,236.9536,313.95
CDY_2019.jpg,2048,1365,1,1832.8576,260.988,200.0896,120.939
CDY_2019.jpg,2048,1365,1,1832.96,455.91,113.0496,140.049
CDY_2019.jpg,2048,1365,1,1946.112,400.96875,100.9664,273.9555
CDY_2020.jpg,2048,1365,1,115.753984,650.112645,174.221312,264.62709
CDY_2020.jpg,2048,1365,1,579.950592,440.781705,176.98816,305.70267
CDY_2020.jpg,2048,1365,1,679.110656,622.4652525,128.790528,244.087935
CDY_2020.jpg,2048,1365,1,794.86464,635.498955,226.7648,270.55119
CDY_2020.jpg,2048,1365,1,1298.171904,376.40148,292.74112,167.07054
CDY_2020.jpg,2048,1365,1,1260.24704,486.20208,134.320128,250.0134
CDY_2021.jpg,2048,1365,1,1514.668032,572.7000825,114.171904,115.330215
CDY_2021.jpg,2048,1365,1,1637.531648,471.58839,194.7648,263.44227
CDY_2021.jpg,2048,1365,1,1652.1472,682.1048325,140.642304,282.400755
CDY_2021.jpg,2048,1365,1,679.11168,344.4106575,140.642304,286.744185
CDY_2021.jpg,2048,1365,1,564.938752,411.5536425,117.334016,272.130495
CDY_2021.jpg,2048,1365,1,329.48224,607.8515625,186.073088,342.040335
CDY_2021.jpg,2048,1365,1,364.642304,440.781705,169.877504,304.51785
CDY_2021.jpg,2048,1365,1,279.703552,426.16665,120.098816,204.98751
CDY_2021.jpg,2048,1365,1,1267.357696,607.8515625,97.97632,121.254315
CDY_2021.jpg,2048,1365,1,1104.987136,534.387945,99.555328,117.30537
CDY_2021.jpg,2048,1365,1,1151.998976,537.5472375,125.630464,187.213845
CDY_2022.jpg,2048,1365,1,129.185792,479.0924775,131.555328,217.626045
CDY_2022.jpg,2048,1365,1,228.74112,579.809685,105.086976,131.52321
CDY_2022.jpg,2048,1365,1,293.13536,664.7270175,84.543488,128.759085
CDY_2022.jpg,2048,1365,1,360.296448,587.3137725,84.938752,203.012355
CDY_2022.jpg,2048,1365,1,412.838912,496.470975,140.642304,279.24078
CDY_2022.jpg,2048,1365,1,544.790528,613.3811775,97.97632,201.827535
CDY_2022.jpg,2048,1365,1,366.221312,860.6290875,65.581056,97.951035
CDY_2022.jpg,2048,1365,1,654.222336,577.044195,167.110656,191.55864
CDY_2022.jpg,2048,1365,1,638.419968,765.837345,116.938752,181.28838
CDY_2022.jpg,2048,1365,1,986.469376,587.31309,99.555328,176.94495
CDY_2022.jpg,2048,1365,1,1071.40608,712.9122,105.48224,210.91161
CDY_2022.jpg,2048,1365,1,1529.283584,874.05864,103.901184,138.63213
CDY_2022.jpg,2048,1365,1,1539.556352,644.188545,99.555328,174.17946
CDY_2022.jpg,2048,1365,1,1967.012864,907.6301325,75.851776,86.102835
CDY_2022.jpg,2048,1365,1,1691.65312,695.5337025,109.828096,228.289425
CDY_2022.jpg,2048,1365,1,1122.765824,451.0506,143.407104,313.20744
CDY_2022.jpg,2048,1365,1,1192.691712,746.484375,115.75296,162.33126
CDY_2022.jpg,2048,1365,1,1165.036544,822.7128,178.567168,241.32381
CDY_2022.jpg,2048,1365,1,1217.580032,650.1133275,178.567168,171.019485
CDY_2022.jpg,2048,1365,1,417.185792,863.789745,71.901184,65.56368
CDY_2023.jpg,2048,1365,1,110.22336,610.61637,127.209472,203.40684
CDY_2023.jpg,2048,1365,1,158.420992,540.3127275,122.863616,120.069495
CDY_2023.jpg,2048,1365,1,263.901184,475.9338675,182.51776,295.433775
CDY_2023.jpg,2048,1365,1,347.259904,272.526345,143.407104,305.70267
CDY_2023.jpg,2048,1365,1,559.408128,293.0648175,150.51776,184.448355
CDY_2023.jpg,2048,1365,1,885.728256,257.912655,147.75296,130.33839
CDY_2023.jpg,2048,1365,1,664.49408,558.0863925,128.790528,207.751635
CDY_2023.jpg,2048,1365,1,792.09984,461.3201775,231.110656,381.931095
CDY_2023.jpg,2048,1365,1,1271.704576,822.7128,187.25888,261.8616
CDY_2023.jpg,2048,1365,1,1662.418944,802.17501,124.444672,182.86905
CDY_2023.jpg,2048,1365,1,1784.098816,421.8225375,171.061248,141.792105
CDY_2023.jpg,2048,1365,1,1229.431808,380.7455925,130.369536,282.400755
CDY_2023.jpg,2048,1365,1,1037.827072,641.4237375,245.72928,239.744505
CDY_2023.jpg,2048,1365,1,1059.556352,481.8579675,175.802368,268.971885
CDY_2023.jpg,2048,1365,1,1464.889344,601.9274625,166.715392,282.400755
CDY_2023.jpg,2048,1365,1,1286.321152,682.105515,218.073088,165.48987
CDY_2023.jpg,2048,1365,1,1990.320128,512.6646525,57.679872,101.901345
CDY_2024.jpg,2048,1365,1,54.0672,659.9775,81.92,155.064
CDY_2024.jpg,2048,1365,1,281.088,499.044,116.9408,190.008
CDY_2024.jpg,2048,1365,1,628.9408,419.94225,228.9664,281.0535
CDY_2024.jpg,2048,1365,1,932.9664,558.9675,207.0528,205.023
CDY_2024.jpg,2048,1365,1,1054.0032,648.03375,193.9456,223.9965
CDY_2024.jpg,2048,1365,1,738.9184,617.04825,208.0768,230.0025
CDY_2024.jpg,2048,1365,1,1772.9536,705.09075,149.0944,166.9395
CDY_2024.jpg,2048,1365,1,1902.08,786.03525,98.9184,67.0215
CDY_2024.jpg,2048,1365,1,672.0512,340.0215,98.0992,114.933
CDY_2025.jpg,2048,1365,1,98.369536,627.994185,169.877504,298.59375
CDY_2025.jpg,2048,1365,1,263.902208,724.761765,146.171904,152.061
CDY_2025.jpg,2048,1365,1,392.296448,506.7405525,111.407104,231.054915
CDY_2025.jpg,2048,1365,1,461.431808,512.665335,129.97632,323.08185
CDY_2025.jpg,2048,1365,1,610.371584,992.5481475,107.061248,92.026935
CDY_2025.jpg,2048,1365,1,562.172928,462.8988,175.802368,415.50327
CDY_2025.jpg,2048,1365,1,878.22336,366.1332675,155.25888,427.352835
CDY_2025.jpg,2048,1365,1,667.654144,477.5131725,175.407104,324.661155
CDY_2025.jpg,2048,1365,1,871.11168,718.8363,280.889344,226.71012
CDY_2025.jpg,2048,1365,1,1157.531648,733.4506725,187.654144,231.054915
CDY_2025.jpg,2048,1365,1,1037.827072,398.5206225,228.345856,169.834665
CDY_2025.jpg,2048,1365,1,1091.951616,569.539425,147.75296,124.41429
CDY_2025.jpg,2048,1365,1,1233.778688,382.326945,163.950592,342.43482
CDY_2025.jpg,2048,1365,1,1557.331968,340.0658625,137.48224,339.274845
CDY_2026.jpg,2048,1365,1,88.098816,475.933185,137.48224,174.17946
CDY_2026.jpg,2048,1365,1,310.51776,396.93927,175.407104,131.91906
CDY_2026.jpg,2048,1365,1,240.197632,522.93423,118.51776,140.2128
CDY_2026.jpg,2048,1365,1,0.396288,670.650435,54.122496,73.06845
CDY_2026.jpg,2048,1365,1,408.49408,558.0850275,118.51776,225.130815
CDY_2026.jpg,2048,1365,1,509.62944,612.195675,147.75296,168.25536
CDY_2026.jpg,2048,1365,1,500.938752,695.534385,87.703552,109.8006
CDY_2026.jpg,2048,1365,1,701.234176,673.415925,109.828096,174.17946
CDY_2026.jpg,2048,1365,1,832.790528,742.13958,71.901184,101.11101
CDY_2026.jpg,2048,1365,1,1212.049408,642.607875,162.369536,212.09643
CDY_2026.jpg,2048,1365,1,1381.531648,717.256995,186.073088,144.95208
CDY_2026.jpg,2048,1365,1,1248.395264,503.9750625,131.555328,143.372775
CDY_2026.jpg,2048,1365,1,1371.259904,433.67142,147.75296,302.54406
CDY_2026.jpg,2048,1365,1,1889.185792,650.1119625,142.221312,210.517125
CDY_2027.jpg,2048,1365,1,378.9824,592.0005,159.9488,211.029
CDY_2027.jpg,2048,1365,1,430.08,401.9925,140.9024,217.035
CDY_2027.jpg,2048,1365,1,548.1472,365.06925,200.9088,160.9335
CDY_2027.jpg,2048,1365,1,548.9664,600.94125,214.016,201.0645
CDY_2027.jpg,2048,1365,1,785.92,411.0015,225.0752,257.985
CDY_2027.jpg,2048,1365,1,999.936,378.03675,141.9264,261.9435
CDY_2027.jpg,2048,1365,1,1676.0832,590.02125,135.9872,144.0075
CDY_2027.jpg,2048,1365,1,1988.096,480.00225,57.9584,192.0555
CDY_2028.jpg,2048,1365,1,229.9904,682.97775,95.0272,187.9605
CDY_2028.jpg,2048,1365,1,271.872,586.95,132.096,116.025
CDY_2028.jpg,2048,1365,1,396.9024,638.9565,54.0672,152.061
CDY_2028.jpg,2048,1365,1,438.0672,791.08575,92.9792,83.9475
CDY_2028.jpg,2048,1365,1,607.1296,782.964,98.9184,162.981
CDY_2028.jpg,2048,1365,1,932.9664,711.0285,82.944,131.04
