filename,width,height,class,xmin,ymin,bbox_width,bbox_height,ymax,xmax
SVB_1938.jpg,2048,1365,grape,0.0,750.95475,95.0272,211.9845,962.93925,95.0272
SVB_1938.jpg,2048,1365,grape,13.1072,491.946,63.8976,54.054,546.0,77.0048
SVB_1938.jpg,2048,1365,grape,866.9184,592.06875,233.0624,175.9485,768.01725,1099.9808
SVB_1938.jpg,2048,1365,grape,1432.9856,654.99525,133.9392,196.9695,851.9647500000001,1566.9248
SVB_1938.jpg,2048,1365,grape,860.8768,460.005,139.0592,184.002,644.0070000000001,999.936
SVB_1938.jpg,2048,1365,grape,986.112,774.02325,92.9792,94.0485,868.07175,1079.0912
SVB_1938.jpg,2048,1365,grape,844.0832,675.948,107.9296,152.061,828.009,952.0128
SVB_1938.jpg,2048,1365,grape,1697.9968,596.98275,165.0688,279.9615,876.94425,1863.0656
SVB_1938.jpg,2048,1365,grape,1827.9424,410.046,157.0816,221.949,631.995,1985.024
SVB_1938.jpg,2048,1365,grape,1353.0112,346.983,168.96,312.039,659.0219999999999,1521.9712
SVB_1938.jpg,2048,1365,grape,1471.0784,299.00325,151.9616,325.0065,624.0097499999999,1623.0400000000002
SVB_1938.jpg,2048,1365,grape,1235.968,405.951,135.9872,288.015,693.966,1371.9552
SVB_1938.jpg,2048,1365,grape,1985.9456,648.98925,58.9824,103.0575,752.04675,2044.928
SVB_1938.jpg,2048,1365,grape,1980.1088,354.96825,66.9696,181.9545,536.92275,2047.0784
SVB_1938.jpg,2048,1365,grape,1640.0384,531.9405,149.9136,125.034,656.9745,1789.952
CDY_2030.jpg,2048,1365,grape,39.902208,652.878135,139.061248,218.02053,870.898665,178.963456
CDY_2030.jpg,2048,1365,grape,209.3824,502.39644,127.604736,197.48274,699.87918,336.987136
CDY_2030.jpg,2048,1365,grape,295.90016,654.4567575,144.98816,267.787065,922.2438225,440.88832
CDY_2030.jpg,2048,1365,grape,1375.603712,874.05864,96.790528,146.1369,1020.19554,1472.39424
CDY_2030.jpg,2048,1365,grape,1017.283584,455.3947125,147.75296,317.552235,772.9469475000001,1165.036544
CDY_2030.jpg,2048,1365,grape,976.197632,604.69227,156.839936,270.55119,875.24346,1133.037568
CDY_2030.jpg,2048,1365,grape,807.902208,735.0313425,152.098816,214.860555,949.8918975,960.001024
CDY_2030.jpg,2048,1365,grape,914.963456,739.375455,111.01184,206.17233,945.547785,1025.975296
CDY_2030.jpg,2048,1365,grape,1528.09984,392.5951575,238.221312,267.787065,660.3822225,1766.321152
CDY_2030.jpg,2048,1365,grape,1494.124544,530.0438325,159.604736,141.792105,671.8359375,1653.72928
CDY_2030.jpg,2048,1365,grape,1498.468352,648.5326575,213.72928,200.642715,849.1753725000001,1712.197632
CDY_2037.jpg,2048,1365,grape,1.975296,916.3197225,88.889344,135.868005,1052.1877275,90.86464
CDY_2037.jpg,2048,1365,grape,3.161088,535.9679325,73.086976,213.675735,749.6436675,76.24806400000001
CDY_2037.jpg,2048,1365,grape,61.62944,623.64939,126.02368,190.37382,814.0232100000001,187.65312
CDY_2037.jpg,2048,1365,grape,123.259904,629.574855,106.665984,131.52321,761.0980649999999,229.925888
CDY_2037.jpg,2048,1365,grape,385.183744,864.9738825,97.97632,172.600155,1037.5740375,483.160064
CDY_2037.jpg,2048,1365,grape,401.383424,693.953715,140.24704,165.48987,859.443585,541.630464
CDY_2037.jpg,2048,1365,grape,522.665984,748.06368,131.555328,131.52321,879.58689,654.221312
CDY_2037.jpg,2048,1365,grape,718.6176,623.6500725,105.48224,102.690315,726.3403874999999,824.0998400000001
CDY_2037.jpg,2048,1365,grape,711.506944,704.2232925,106.665984,141.792105,846.0153975,818.172928
CDY_2037.jpg,2048,1365,grape,816.98816,783.216525,134.320128,125.59911,908.815635,951.308288
CDY_2037.jpg,2048,1365,grape,873.87648,775.711755,99.555328,197.48274,973.194495,973.431808
CDY_2037.jpg,2048,1365,grape,979.357696,835.74582,214.913024,181.68423,1017.43005,1194.27072
CDY_2037.jpg,2048,1365,grape,1305.678848,335.7197025,169.48224,231.054915,566.7746175,1475.161088
CDY_2037.jpg,2048,1365,grape,1394.568192,519.774255,109.828096,203.40684,723.181095,1504.396288
CDY_2037.jpg,2048,1365,grape,1472.395264,641.4237375,133.136384,194.322765,835.7465025,1605.531648
CDY_2037.jpg,2048,1365,grape,1618.568192,547.8174975,130.369536,252.777525,800.5950224999999,1748.937728
CDY_2037.jpg,2048,1365,grape,1627.257856,765.8380275,197.531648,188.398665,954.2366925,1824.789504
CDY_2037.jpg,2048,1365,grape,1805.828096,755.56845,114.171904,148.90239,904.47084,1920.0
CDY_2029.jpg,2048,1365,grape,22.124544,693.9543975,150.913024,149.296875,843.2512725,173.03756800000002
CDY_2029.jpg,2048,1365,grape,263.901184,864.974565,100.74112,197.48274,1062.457305,364.642304
CDY_2029.jpg,2048,1365,grape,404.148224,625.2293775,234.27072,225.130815,850.3601925,638.418944
CDY_2029.jpg,2048,1365,grape,389.530624,791.90475,102.320128,175.76013,967.66488,491.850752
CDY_2029.jpg,2048,1365,grape,658.963456,464.4787875,147.75296,121.254315,585.7331025,806.716416
CDY_2029.jpg,2048,1365,grape,609.185792,600.3467925,79.01184,90.842115,691.1889075,688.197632
CDY_2029.jpg,2048,1365,grape,676.345856,648.53334,118.51776,190.37382,838.90716,794.863616
CDY_2029.jpg,2048,1365,grape,755.357696,796.249545,135.901184,291.08898,1087.338525,891.2588800000001
CDY_2029.jpg,2048,1365,grape,1123.950592,527.2783425,282.468352,179.709075,706.9874175,1406.418944
CDY_2029.jpg,2048,1365,grape,1425.383424,685.2648075,127.209472,144.557595,829.8224025,1552.592896
CDY_2029.jpg,2048,1365,grape,1389.036544,775.711755,173.828096,139.02798,914.739735,1562.86464
SVB_1937.jpg,2048,1365,grape,176.9472,585.9945,113.0496,184.002,769.9965,289.9968
SVB_1937.jpg,2048,1365,grape,287.0272,631.92675,66.9696,76.0305,707.9572499999999,353.9968
SVB_1937.jpg,2048,1365,grape,227.0208,387.04575,91.9552,98.9625,486.00825,318.976
SVB_1937.jpg,2048,1365,grape,0.0,479.04675,135.9872,150.0135,629.06025,135.9872
SVB_1937.jpg,2048,1365,grape,1251.0208,631.0395,80.0768,123.942,754.9815,1331.0976
SVB_1937.jpg,2048,1365,grape,1163.0592,613.08975,77.0048,163.9365,777.02625,1240.064
SVB_1937.jpg,2048,1365,grape,877.056,331.89975,116.9408,201.0645,532.96425,993.9968
SVB_1937.jpg,2048,1365,grape,552.0384,267.06225,112.0256,258.9405,526.00275,664.0640000000001
SVB_1937.jpg,2048,1365,grape,350.1056,195.0585,152.9856,187.005,382.0635,503.0912
SVB_1937.jpg,2048,1365,grape,397.0048,351.00975,71.0656,100.0545,451.06425,468.0704
SVB_1937.jpg,2048,1365,grape,303.0016,357.01575,64.9216,70.0245,427.04025,367.9232
SVB_1937.jpg,2048,1365,grape,824.0128,385.95375,60.0064,100.0545,486.00825,884.0192
SVB_1937.jpg,2048,1365,grape,719.9744,182.97825,96.0512,242.0145,424.99275,816.0255999999999
SVB_1937.jpg,2048,1365,grape,609.9968,465.0555,89.9072,113.022,578.0775,699.904
SVB_1937.jpg,2048,1365,grape,175.0016,549.07125,75.9808,92.9565,642.02775,250.9824
SVB_1937.jpg,2048,1365,grape,1569.9968,448.9485,158.9248,177.996,626.9445000000001,1728.9216
SVB_1937.jpg,2048,1365,grape,1428.8896,641.004,190.0544,88.998,730.0020000000001,1618.944
SVB_1937.jpg,2048,1365,grape,1927.9872,457.002,95.0272,155.064,612.066,2023.0144
SVB_1937.jpg,2048,1365,grape,1807.0528,392.9835,143.9744,236.964,629.9475,1951.0272
SVB_1936.jpg,2048,1365,grape,63.210496,475.1435325,188.839936,219.995685,695.1392175,252.050432
SVB_1936.jpg,2048,1365,grape,342.518784,578.229015,96.0,75.83394,654.062955,438.518784
SVB_1936.jpg,2048,1365,grape,0.395264,191.1634725,107.851776,354.284385,545.4478575,108.24704
SVB_1936.jpg,2048,1365,grape,257.975296,120.85983,188.839936,131.52321,252.38304,446.815232
SVB_1936.jpg,2048,1365,grape,840.690688,603.5067675,131.160064,174.969795,778.4765625,971.850752
SVB_1936.jpg,2048,1365,grape,1063.50592,528.85833,259.555328,294.64344,823.5017700000001,1323.061248
SVB_1936.jpg,2048,1365,grape,1111.308288,764.25804,194.7648,235.39971,999.65775,1306.073088
SVB_1936.jpg,2048,1365,grape,1342.814208,538.73274,120.098816,164.7009,703.43364,1462.913024
SVB_1936.jpg,2048,1365,grape,1694.024704,604.6915875,182.122496,211.701945,816.3935325,1876.1472
SVB_1936.jpg,2048,1365,grape,1752.09984,465.2691225,122.468352,186.029025,651.2981474999999,1874.568192
